Name,Price,URL
Оливки с косточкой DOLCE ALBERO зеленые крупные,"273,69 ₽",https://lenta.com/product/olivki-zelenye-krupnye-s-kostochkojj-greciya-350g-515510/
Оливки с креветками ITLV зеленые,"144,99 ₽",https://lenta.com/product/olivki-zelenye-s-krevetkami-klyuch-ispaniya-300g-445561/
Маслины без косточки BOTANICA целые,"210,52 ₽",https://lenta.com/product/masliny-bez-kostochek-celye-konserv-zhb-ispaniya-300ml-716104/
Маслины с копченым лососем БОНДЮЭЛЬ,"79,99 ₽",https://lenta.com/product/masliny-ohiblanka-farshirovannye-kopchenym-lososem-ispaniya-300g-597297/
Маслины без косточки DOLCE ALBERO сорт Каламата,"84,29 ₽",https://lenta.com/product/masliny-sorta-kalamata-bez-kostochki-greciya-350g-515485/
Оливки без косточки ITLV Королевские зеленые,"189,99 ₽",https://lenta.com/product/olivki-korolevskie-zelenye-marinovannye-bk-st-ispaniya-370g-546622/
Оливки с лососем ITLV зеленые,"231,59 ₽",https://lenta.com/product/olivki-zelenye-s-lososem-klyuch-ispaniya-300g-347117/
Маслины с косточкой DOLCE ALBERO сорт Каламата,"204,99 ₽",https://lenta.com/product/masliny-sorta-kalamata-s-kostochkojj-greciya-350g-515504/
Маслины с косточкой БОНДЮЭЛЬ,"273,69 ₽",https://lenta.com/product/masliny-chernye-sk-ispaniya-314ml-119125/
Оливки с анчоусом ITLV,"479,99 ₽",https://lenta.com/product/olivki-s-anchousami-klyuch-ispaniya-300g-007464/
"Маслины с косточкой DOLCE ALBERO с травами, сорт Каламата","631,59 ₽",https://lenta.com/product/masliny-kalamata-s-travami-sk-greciya-150g-526901/
Маслины без косточки SUNAN черные,"169,99 ₽",https://lenta.com/product/masliny-chjrnye-bk-turciya-280g-670061/
Доп.скидка 10%,"221,09 ₽",https://lenta.com/product/olivki-farshirovannye-anchousom-ispaniya-314ml-508805/
Маслины вяленые с косточкой DOLCE ALBERO сорт Каламата,"169,99 ₽",https://lenta.com/product/masliny-sorta-kalamata-vyalenye-c-kostochkojj-greciya-370ml-534884/
Доп.скидка 10%,"242,19 ₽",https://lenta.com/product/masliny-chernye-krupnye-sk-ispaniya-370ml-382847/
Оливки без косточки BOTANICA целые,"229,99 ₽",https://lenta.com/product/olivki-bez-kostochek-celye-konserv-zhb-ispaniya-300ml-716103/
"Оливки с косточкой DOLCE ALBERO с травами и чесноком, Арт. 39","273,69 ₽",https://lenta.com/product/olivki-s-travami-i-chesnokom-sk-39-greciya-150g-526786/
Оливки с косточкой БОНДЮЭЛЬ,"219,99 ₽",https://lenta.com/product/olivki-zelenye-sk-ispaniya-314ml-119128/
Доп.скидка 10%,"278,99 ₽",https://lenta.com/product/olivki-zelenye-farshirovannye-s-krevetkami-ispaniya-314ml-584265/
Оливки без косточки ITLV Королевские,"184,99 ₽",https://lenta.com/product/olivki-korolevskie-zelenye-bk-st-ispaniya-370ml-558645/
Оливки с косточкой ITLV зеленые,"221,09 ₽",https://lenta.com/product/olivki-zelenye-sk-ispaniya-195g-206098/
Оливки с чесноком DOLCE ALBERO зеленые,"139,99 ₽",https://lenta.com/product/olivki-zelenye-farshirovannye-chesnokom-greciya-350g-515511/
Доп.скидка 10%,"199,99 ₽",https://lenta.com/product/masliny-chernye-sk-belarus-300314ml-388156/
Доп.скидка 10%,"174,99 ₽",https://lenta.com/product/masliny-chernye-krupnye-bk-ispaniya-370ml-382846/
Доп.скидка 10%,"263,19 ₽",https://lenta.com/product/masliny-chernye-bk-belarus-300314ml-388155/
Оливки без косточки БОНДЮЭЛЬ,"275,99 ₽",https://lenta.com/product/olivki-zelenye-bk-ispaniya-314ml-119127/
Доп.скидка 10%,"315,79 ₽",https://lenta.com/product/olivki-zelenye-bk-ispaniya-300314ml-388153/
Доп.скидка 10%,"316,99 ₽",https://lenta.com/product/olivki-zelenye-krupnye-bk-belarus-370ml-382859/
Доп.скидка 10%,"421,09 ₽",https://lenta.com/product/olivki-zelenye-farshirovannye-c-limonom-zhb-ispaniya-280g-722959/
Оливки с лимоном БОНДЮЭЛЬ,"184,99 ₽",https://lenta.com/product/olivki-mansanilya-s-limonom-ispaniya-300g-492777/
Оливки без косточки ITLV зеленые,"231,57 ₽",https://lenta.com/product/olivki-bk-zelenye-klyuch-ispaniya-300g-007462/
Оливки с лимоном ITLV,"234,99 ₽",https://lenta.com/product/olivki-s-limonom-klyuch-ispaniya-300g-007466/
Маслины без косточки ITLV Selecto,"315,79 ₽",https://lenta.com/product/masliny-selecto-bk-ispaniya-170g-230030/
Доп.скидка 10%,"169,99 ₽",https://lenta.com/product/olivki-zelenye-farshirov-c-anchousom-zhb-ispaniya-280g-722946/
Маслины без косточки ITLV Selecto черные,"226,39 ₽",https://lenta.com/product/masliny-selecto-chernye-bk-klyuch-ispaniya-350g-192610/
"Смесь оливок и маслин с косточкой DOLCE ALBERO с травами, чили и чесноком","184,99 ₽",https://lenta.com/product/smes-maslin-i-olivok-s-travami-chili-i-chesnokom-sk-greciya-150g-526880/
Маслины без косточки BONVIDA целые,"278,99 ₽",https://lenta.com/product/masliny-chernye-celye-bk-st-ispaniya-965ml-543872/
Доп.скидка 10%,"159,99 ₽",https://lenta.com/product/olivki-farshirovannye-limonom-ispaniya-314ml-508808/
Маслины без косточки ITLV Clasico,"242,19 ₽",https://lenta.com/product/masliny-clasico-bk-ispaniya-314ml-147992/
Маслины без косточки ITLV Super черные,"124,99 ₽",https://lenta.com/product/masliny-super-chernye-bk-klyuch-ispaniya-350g-009464/
Оливки с косточкой DOLCE ALBERO зеленые крупные,"157,89 ₽",https://lenta.com/product/olivki-zelenye-krupnye-s-kostochkojj-greciya-350g-515510/
Оливки с креветками ITLV зеленые,"169,99 ₽",https://lenta.com/product/olivki-zelenye-s-krevetkami-klyuch-ispaniya-300g-445561/
Маслины без косточки BOTANICA целые,"221,09 ₽",https://lenta.com/product/masliny-bez-kostochek-celye-konserv-zhb-ispaniya-300ml-716104/
Маслины с копченым лососем БОНДЮЭЛЬ,"299,99 ₽",https://lenta.com/product/masliny-ohiblanka-farshirovannye-kopchenym-lososem-ispaniya-300g-597297/
Маслины без косточки DOLCE ALBERO сорт Каламата,"399,99 ₽",https://lenta.com/product/masliny-sorta-kalamata-bez-kostochki-greciya-350g-515485/
Оливки без косточки ITLV Королевские зеленые,"129,99 ₽",https://lenta.com/product/olivki-korolevskie-zelenye-marinovannye-bk-st-ispaniya-370g-546622/
Оливки с лососем ITLV зеленые,"221,09 ₽",https://lenta.com/product/olivki-zelenye-s-lososem-klyuch-ispaniya-300g-347117/
Маслины с косточкой DOLCE ALBERO сорт Каламата,"143,99 ₽",https://lenta.com/product/masliny-sorta-kalamata-s-kostochkojj-greciya-350g-515504/
Маслины с косточкой БОНДЮЭЛЬ,"151,57 ₽",https://lenta.com/product/masliny-chernye-sk-ispaniya-314ml-119125/
Оливки с анчоусом ITLV,"159,99 ₽",https://lenta.com/product/olivki-s-anchousami-klyuch-ispaniya-300g-007464/
"Маслины с косточкой DOLCE ALBERO с травами, сорт Каламата","247,39 ₽",https://lenta.com/product/masliny-kalamata-s-travami-sk-greciya-150g-526901/
Маслины без косточки SUNAN черные,"169,99 ₽",https://lenta.com/product/masliny-chjrnye-bk-turciya-280g-670061/
Доп.скидка 10%,"221,09 ₽",https://lenta.com/product/olivki-farshirovannye-anchousom-ispaniya-314ml-508805/
Маслины вяленые с косточкой DOLCE ALBERO сорт Каламата,"129,99 ₽",https://lenta.com/product/masliny-sorta-kalamata-vyalenye-c-kostochkojj-greciya-370ml-534884/
Доп.скидка 10%,"221,09 ₽",https://lenta.com/product/masliny-chernye-krupnye-sk-ispaniya-370ml-382847/
Оливки без косточки BOTANICA целые,"316,99 ₽",https://lenta.com/product/olivki-bez-kostochek-celye-konserv-zhb-ispaniya-300ml-716103/
"Оливки с косточкой DOLCE ALBERO с травами и чесноком, Арт. 39","421,09 ₽",https://lenta.com/product/olivki-s-travami-i-chesnokom-sk-39-greciya-150g-526786/
Оливки с косточкой БОНДЮЭЛЬ,"101,99 ₽",https://lenta.com/product/olivki-zelenye-sk-ispaniya-314ml-119128/
Доп.скидка 10%,"126,39 ₽",https://lenta.com/product/olivki-zelenye-farshirovannye-s-krevetkami-ispaniya-314ml-584265/
Оливки без косточки ITLV Королевские,"295,99 ₽",https://lenta.com/product/olivki-korolevskie-zelenye-bk-st-ispaniya-370ml-558645/
Оливки с косточкой ITLV зеленые,"389,49 ₽",https://lenta.com/product/olivki-zelenye-sk-ispaniya-195g-206098/
Оливки с чесноком DOLCE ALBERO зеленые,"101,99 ₽",https://lenta.com/product/olivki-zelenye-farshirovannye-chesnokom-greciya-350g-515511/
Доп.скидка 10%,"107,39 ₽",https://lenta.com/product/masliny-chernye-sk-belarus-300314ml-388156/
"Сыр SCHONFELD Альпийский 45–65%, без змж, весовой","149,99 ₽",https://lenta.com/product/syr-alpijjskijj-45-65-kusok-bez-zmzh-ves-rossiya-742227/
"Сыр БРЕСТ-ЛИТОВСК Сливочный 50%, без змж","221,09 ₽",https://lenta.com/product/syr-slivochnyjj-50-fas-bez-zmzh-belarus-200g-299164/
"Сыр DOLCE Platinum Пармезан 40%, без змж, весовой","101,99 ₽",https://lenta.com/product/syr-platinum-parmezan-40-ves-bez-zmzh-rossiya-704148/
"Сыр NATURA Сливочный 45%, без змж","107,39 ₽",https://lenta.com/product/syr-slivochnyjj-45-bez-zmzh-rossiya-400g-680598/
"Сыр полутвердый ЛАМБЕР 50%, без змж, весовой","159,99 ₽",https://lenta.com/product/syr-polutverdyjj-50-ves-bez-zmzh-rossiya-029772/
"Сыр твердый EXCELSIOR Formaggio с козьим молоком 45%, без змж, весовой","263,15 ₽",https://lenta.com/product/syr-formaggio-s-kozim-molokom-tverdyjj-45-bez-zmzh-ves-rossiya-746442/
"Сыр БРЕСТ-ЛИТОВСК Легкий 35%, без змж","86,99 ₽",https://lenta.com/product/syr-legkijj-35-fas-bez-zmzh-belarus-200g-299179/
"Сыр БРЫКИН БОР Качотта 40%, без змж, весовой","91,59 ₽",https://lenta.com/product/syr-kachotta-40-bez-zmzh-ves-rossiya-694611/
"Сыр твердый ЛИПИН БОР Манчего Дель Руссо 50%, 3 месяца, без змж","169,99 ₽",https://lenta.com/product/syr-manchego-del-russo3-mesyaca-50-bez-zmzh-rossiya-180g-564846/
"Сыр творожный HOCHLAND сливочный 60%, без змж","221,09 ₽",https://lenta.com/product/syr-tvorozhnyjj-slivochnyjj-60-bez-zmzh-rossiya-220g-346737/
"Сыр полутвердый ЛЕНТА Сливочный 45%, без змж, весовой","99,99 ₽",https://lenta.com/product/syr-polutverdyjj-slivochnyjj-45-bez-zmzh-ves-rossiya-568331/
Продукт рассольный комбинированный СИРТАКИ Original Для греческого салата 55%,"105,29 ₽",https://lenta.com/product/produkt-kombinir-rassol-smesh-sostava-original-55-rossiya-200g-369230/
"Сыр полутвердый ЕСТЕСТВЕННО Ассорти сыров Легкий Для нее 20% и Сливочный Для него 45%, нарезка, без змж","174,99 ₽",https://lenta.com/product/assorti-syrov-ptv-legkijj-dlya-nee-i-slivochnyjj-dlya-nego-2045-bez-zmzh-rossiya-290g-774171/
Продукт белковый РОССОЯ Тофу паприка,"263,15 ₽",https://lenta.com/product/produkt-belkovyjj-tofu-paprika-rossiya-120g-458127/
"Сыр МЗ ГИАГИНСКИЙ Спагетти 40%, без змж","199,99 ₽",https://lenta.com/product/syr-spagetti-40-bez-zmzh-rossiya-80g-564539/
"Сыр полутвердый ЕСТЕСТВЕННО Ассорти Сливочный/с оливками и томатами 45%, без змж","273,69 ₽",https://lenta.com/product/syr-ptv-assorti-slivochnyjjs-olivkami-i-tomatami-bez-zmzh-rossiya-290g-751977/
"Сыр твердый ЛИПИН БОР Грюйер Старовологодский 50%, 6 месяцев, без змж","204,99 ₽",https://lenta.com/product/syr-gryujjer-starovologodskijj-zrelyjj-6-mesyacev-50-bez-zmzh-rossiya-180g-564891/
"Сыр плавленый КАРАТ Дружба 45%, без змж","273,69 ₽",https://lenta.com/product/syr-plavlenyjj-druzhba-45-bez-zmzh-rossiya-90g-079836/
"Сыр твердый BURENKA CLUB Марсенталь Арабеск из козьего молока 50%, без змж","144,99 ₽",https://lenta.com/product/syr-tverdyjj-marsental-arabesk-iz-kozego-moloka-50-bez-zmzh-rossiya-125g-675224/
"Сыр творожный ЭКОМИЛК 60%, без змж","210,52 ₽",https://lenta.com/product/syr-tvorozhnyjj-60-bez-zmzh-rossiya-350g-736646/
"Сыр мягкий SCHONFELD Camembert Gourmet с белой плесенью 55%, без змж","79,99 ₽",https://lenta.com/product/syr-myagkijj-s-belojj-plesenyu-camembert-gourmet-55-bez-zmzh-rossiya-125g-882396/
"Сыр полутвердый ИСТРИНСКАЯ СЫРОВАРНЯ ОЛЕГА СИРОТЫ Ремесленный 50%, без змж, весовой","84,29 ₽",https://lenta.com/product/syr-ptv-remeslennyjj-50-vu-bez-zmzh-ves-rossiya-739448/
"Сыр мягкий SCHONFELD Brie с белой плесенью 45%, без змж","189,99 ₽",https://lenta.com/product/syr-myagkijj-s-belojj-plesenyu-brie-45-bez-zmzh-rossiya-125g-882397/
"Сыр рассольный мягкий BURENKA CLUB Сербская брынза 45%, без змж","231,59 ₽",https://lenta.com/product/syr-serbskaya-brynza-myagkijj-rassolnyjj-45-bez-zmzh-serbiya-990g-751974/
"Сыр УМАЛАТ Четук 45%, без змж","204,99 ₽",https://lenta.com/product/syr-chetuk-45-bez-zmzh-rossiya-280g-737723/
"Сыр мягкий CHEF WORKS 40%, без змж","273,69 ₽",https://lenta.com/product/syr-myagkijj-40-bez-zmzh-belarus-800g-792625/
"Сыр ЛЕНТА FRESH Лапландский с курагой и изюмом 45%, без змж","479,99 ₽",https://lenta.com/product/syr-laplandskijj-s-kuragojj-i-izyumom-45-bez-zmzh-rossiya-180g-879918/
"Сыр мягкий НЕНАШЕВО Камамбер с луком Шалот 55%, без змж, весовой","631,59 ₽",https://lenta.com/product/syr-myagkijj-kamamber-s-lukom-shalot-55-bez-zmzh-ves-rossiya-703250/
"Сыр PRETTO Моцарелла 45%, кубики, без змж","169,99 ₽",https://lenta.com/product/syr-mocarella-kubiki-45-bez-zmzh-rossiya-1000g-862300/
"Сыр ДОЛИНА ЛЕГЕНД Крымчанин с трюфелем 50%, без змж","221,09 ₽",https://lenta.com/product/syr-krymchanin-s-tryufelem-50-bez-zmzh-rossiya-130g-722647/
"Сыр мягкий VITALAT Бри с трюфелем 60%, без змж","169,99 ₽",https://lenta.com/product/syr-myagkijj-bri-s-tryufelem-60-bez-zmzh-rossiya-180g-749897/
"Сыр творожный УМАЛАТ Рбили с хреном и чесноком 60%, без змж","242,19 ₽",https://lenta.com/product/syr-tvorozhnyjj-rbili-s-hrenom-i-chesnokom-60-bez-zmzh-rossiya-130g-738698/
"Сыр полутвердый РАДОСТЬ ВКУСА Маасдам 45%, без змж, весовой","229,99 ₽",https://lenta.com/product/syr-maasdam-ptv-45-bez-zmzh-ves-rossiya-746548/
"Сыр плавленый HOCHLAND Чизбургер порционный 45%, ломтики, без змж","273,69 ₽",https://lenta.com/product/syr-plavlenyjj-chizburger-45-lomtiki-bez-zmzh-rossiya-150g-121130/
"Сыр плавленый СЫРОБОГАТОВ Датский с копчеными колбасками 45%, без змж","219,99 ₽",https://lenta.com/product/syr-plavlenyjj-datskijj-s-kopchenymi-kolbaskami-45-vanna-bez-zmzh-rossiya-400g-713634/
"Продукт плавленый Сливочный с сыром 40%, с змж","278,99 ₽",https://lenta.com/product/produkt-plavlenyjj-s-syrom-slivochnyjj-40-s-zmzh-rossiya-70g-455619/
"Сыр ЗОЛОТО ЕВРОПЫ Маасдам 45%, без змж","184,99 ₽",https://lenta.com/product/syr-maasdam-45-bez-zmzh-rossiya-180g-717348/
"Сыр OLDENBURGER протеиновый с томатом и базиликом 30%, без змж","221,09 ₽",https://lenta.com/product/syr-proteinovyjj-s-tomatom-i-bazilikom-30-bez-zmzh-rossiya-150g-770179/
"Сыр твердый LAIME Пармезан 40%, 6 месяцев, без змж","139,99 ₽",https://lenta.com/product/syr-parmezan-6-mes-40-bez-zmzh-rossiya-175g-729484/
"Сыр BONFESTO Моцарелла мини 45%, без змж, вес сыра 80г, вес с рассолом 230г","199,99 ₽",https://lenta.com/product/syr-mocarella-v-rassole-mini-45-ves-syra-80g-bez-zmzh-belarus-230g-684952/
